top,configuration,nrBest,total,best_time_avg,best_time_median,notbest_time_avg,notbest_time_median,time_Mann-Whitney_U_stat,time_Mann-Whitney_U_p,best_size_avg,best_size_median,notbest_size_avg,notbest_size_median,size_Mann-Whitney_U_stat,size_Mann-Whitney_U_p,best_height_avg,best_height_median,notbest_height_avg,notbest_height_median,height_Mann-Whitney_U_stat,height_Mann-Whitney_U_p
1589,CompleteGumtreeMatcher_0.6_800_1,9543,26250,146.78193440217962,60.0,104.74932662955648,11.0,54418576.5,0.0,308.0130986063083,261.0,1890.5175674866823,1063.0,24169848.0,0.0,10.389604946033742,10.0,16.036272221224635,14.0,38282235.5,0.0
1590,CompleteGumtreeMatcher_0.4_500_4,9535,26313,71.93203985317253,39.0,26.65913696507331,3.0,34629567.5,0.0,227.78898793917148,213.0,1929.720467278579,1058.0,9742574.0,0.0,9.634399580492921,9.0,16.44194778877101,14.0,27377137.0,0.0
1591,CompleteGumtreeMatcher_0.5_800_1,9528,26250,146.85432409739715,60.0,106.22126539887573,11.0,55027946.0,0.0,307.9984256926952,261.0,1889.1063867958378,1062.0,24193738.5,0.0,10.388434089000839,10.0,16.031874177729936,14.0,38279357.5,0.0
1592,CompleteGumtreeMatcher_0.2_500_5,9501,26317,71.36638248605409,39.0,28.90063035204567,4.0,36272760.5,0.0,227.81917692874435,213.0,1925.9009871550904,1056.0,9878837.5,0.0,9.596358278075993,9.0,16.447371550903902,14.0,26783381.0,0.0
1593,CompleteGumtreeMatcher_0.4_800_1,9484,26250,146.55514550822437,60.5,106.82762734104736,12.0,55328284.0,0.0,308.1122943905525,261.0,1884.8925802218776,1059.0,24322616.5,0.0,10.379586672290174,10.0,16.02206847190743,14.0,38188756.0,0.0
1594,CompleteGumtreeMatcher_0.3_500_4,9481,26313,72.50901803607215,39.0,28.49702946768061,3.0,36038059.5,0.0,227.57399008543402,212.0,1924.3814757604562,1055.0,9884525.5,0.0,9.6115388672081,9.0,16.432984790874524,14.0,27072280.0,0.0
1595,CompleteGumtreeMatcher_1_500_3,9477,26306,68.57138334916112,38.0,17.14653277081229,3.0,29870943.5,0.0,227.04463437796772,212.0,1924.9651197337928,1055.0,9753209.0,0.0,9.707713411417116,9.0,16.37987996910096,14.0,28501199.5,0.0
1596,CompleteGumtreeMatcher_0.9_500_3,9476,26306,68.5832629801604,38.0,17.828223410576353,3.0,30020898.5,0.0,227.03007598142676,212.0,1924.8724301841949,1055.0,9753318.0,0.0,9.703039257070493,9.0,16.382115270350564,14.0,28482051.0,0.0
1597,CompleteGumtreeMatcher_0.8_500_3,9466,26306,68.85167969575322,38.0,19.510273159144894,3.0,30893557.0,0.0,226.958799915487,212.0,1923.9042755344417,1054.0,9771218.0,0.0,9.688569617578702,9.0,16.38628266033254,14.0,28340746.0,0.0
1598,CompleteGumtreeMatcher_0.3_800_1,9452,26250,146.43250105797713,61.0,107.4791046553161,12.0,55405838.0,0.0,308.4304909013965,261.0,1881.7097868793903,1057.0,24423556.0,0.0,10.379284807448158,10.0,16.011489463031314,14.0,38214079.5,0.0
1599,CompleteGumtreeMatcher_0.7_500_3,9448,26306,69.71591871295513,38.0,22.485407521651442,3.0,32489050.0,0.0,226.92612193056732,212.0,1922.1106892869855,1053.0,9827403.5,0.0,9.676545300592718,9.0,16.385870209989324,14.0,28188963.0,0.0
1600,CompleteGumtreeMatcher_0.1_800_1,9440,26250,147.23283898305084,61.0,109.63646638905414,13.0,56152158.5,0.0,310.4231991525424,261.0,1879.4676383105295,1055.0,24557389.5,0.0,10.38739406779661,10.0,16.00291493158834,14.0,38344420.0,0.0
1601,CompleteGumtreeMatcher_0.2_800_1,9440,26250,146.52743644067797,61.0,108.07668054729328,12.0,55550503.0,0.0,309.6718220338983,261.0,1879.8895895300416,1056.0,24521978.0,0.0,10.383686440677966,10.0,16.00499702558001,14.0,38286336.5,0.0
1602,CompleteGumtreeMatcher_0.1_500_5,9431,26317,71.6016329127346,39.0,31.38049271585929,4.0,38586858.0,0.0,227.43600890679673,212.0,1919.0756839985786,1050.0,10036232.5,0.0,9.567066058742444,9.0,16.43533104346796,14.0,26401469.0,0.0
1603,CompleteGumtreeMatcher_0.2_500_4,9419,26313,72.9307782142478,39.0,30.413815555818633,4.0,37247599.0,0.0,227.49378914959127,212.0,1918.1990055641056,1050.0,10086898.0,0.0,9.584350780337616,9.0,16.423108796022255,14.0,26763363.5,0.0
1604,CompleteGumtreeMatcher_0.6_500_3,9418,26306,71.0072202166065,38.0,25.385717669351017,3.0,34030160.0,0.0,226.74017838182203,212.0,1919.2030435812412,1050.0,9893393.5,0.0,9.660755999150563,9.0,16.382756987209852,14.0,28005134.5,0.0
1605,CompleteGumtreeMatcher_0.5_500_3,9388,26306,72.23519386450788,38.0,27.95773732119636,3.0,35724964.0,0.0,226.58468257349807,211.0,1916.2881546282067,1048.0,9963360.5,0.0,9.645611418832551,9.0,16.379241045040786,14.0,27810487.0,0.0
1606,CompleteGumtreeMatcher_0.1_500_4,9341,26313,72.73974949148914,39.0,32.987214235210935,4.0,39589075.0,0.0,227.13017878171502,212.0,1910.628977138817,1044.0,10276371.5,0.0,9.553473932127181,9.0,16.40867310864954,14.0,26387750.5,0.0
1607,CompleteGumtreeMatcher_0.4_500_3,9339,26306,73.02516329371453,38.0,30.090882300937114,4.0,37178005.0,0.0,226.44587214905235,211.0,1911.4847645429363,1045.0,10100781.0,0.0,9.623835528429169,9.0,16.37178051511758,14.0,27541583.5,0.0
1608,CompleteGumtreeMatcher_0.3_500_3,9296,26306,73.292921686747,38.0,31.742621987066432,4.0,38313222.0,0.0,226.2821643717728,211.0,1907.314579659024,1042.0,10214822.0,0.0,9.607465576592082,9.0,16.363668430335096,14.0,27349150.0,0.0
1609,CompleteGumtreeMatcher_0.2_500_3,9247,26306,73.2766302584622,39.0,33.2105047189167,4.0,39304242.5,0.0,226.28246999026712,211.0,1902.4858432498975,1040.0,10381919.0,0.0,9.588731480480156,9.0,16.354417023272173,14.0,27152060.0,0.0
1610,CompleteGumtreeMatcher_0.1_500_3,9187,26306,73.18765647110047,38.0,35.32011215608388,5.0,41148601.0,0.0,226.0222052900838,211.0,1896.7506279572406,1035.0,10525809.5,0.0,9.570371176662675,9.0,16.340557275541794,14.0,26951036.5,0.0
1611,SimpleGumtree_0.1_4,9153,26674,4.635638588440949,1.0,4.203127675360995,2.0,76508708.0,1.6498214047685745e-10,1264.1214902217853,544.0,1362.5552194509446,603.0,77121220.5,1.4399105403891806e-07,13.942641756801049,12.0,14.122709890987958,12.0,77223717.5,3.36466939691558e-07
1612,SimpleGumtree_0.3_4,9153,26674,4.626570523325686,1.0,4.200216882598025,2.0,76360679.5,3.157824822330029e-11,1264.1214902217853,544.0,1362.5552194509446,603.0,77121220.5,1.4399105403891806e-07,13.942641756801049,12.0,14.122709890987958,12.0,77223717.5,3.36466939691558e-07
1613,SimpleGumtree_0.5_4,9153,26674,4.601660657707855,1.0,4.165116146338679,2.0,76140173.5,2.343304590401653e-12,1264.1214902217853,544.0,1362.5552194509446,603.0,77121220.5,1.4399105403891806e-07,13.942641756801049,12.0,14.122709890987958,12.0,77223717.5,3.36466939691558e-07
1614,SimpleGumtree_0.7_4,9153,26674,4.568775264940457,1.0,4.1786427715313055,2.0,76280688.0,1.2357702397734976e-11,1264.1214902217853,544.0,1362.5552194509446,603.0,77121220.5,1.4399105403891806e-07,13.942641756801049,12.0,14.122709890987958,12.0,77223717.5,3.36466939691558e-07
1615,SimpleGumtree_0.9_4,9153,26674,4.603627226046105,1.0,4.152788082871982,2.0,76489938.5,1.3294074329490323e-10,1264.1214902217853,544.0,1362.5552194509446,603.0,77121220.5,1.4399105403891806e-07,13.942641756801049,12.0,14.122709890987958,12.0,77223717.5,3.36466939691558e-07
1616,CompleteGumtreeMatcher_0.9_500_2,9100,26287,67.93175824175825,37.0,21.65677546983185,3.0,32122749.5,0.0,224.9454945054945,209.0,1890.721417350323,1030.0,10481015.5,0.0,9.671868131868132,9.0,16.261651248036305,14.0,28513987.5,0.0
1617,CompleteGumtreeMatcher_1_500_2,9100,26287,67.26098901098901,37.0,19.999650898935244,3.0,31589478.0,0.0,224.93494505494505,209.0,1890.727002967359,1030.0,10479082.5,0.0,9.673956043956045,9.0,16.26054576133124,14.0,28516889.0,0.0
1618,CompleteGumtreeMatcher_0.8_500_2,9091,26287,70.22428775712243,37.0,24.792742498255407,3.0,34078730.5,0.0,224.9290507094929,209.0,1889.8582809955803,1029.0,10504711.0,0.0,9.660433395666043,9.0,16.26424749941847,14.0,28373819.5,0.0
1619,CompleteGumtreeMatcher_0.7_500_2,9073,26287,71.92119475366472,37.0,28.734518415243407,3.0,36187495.0,0.0,224.80304199272567,208.0,1888.1837457883119,1027.0,10535922.5,0.0,9.650060619420257,9.0,16.26280934123388,14.0,28254662.5,0.0
1620,CompleteGumtreeMatcher_0.6_500_2,9044,26287,72.82109685979655,38.0,31.45398132575538,4.0,37952099.0,0.0,224.68841220698806,208.0,1885.4463260453517,1025.0,10603559.5,0.0,9.633679787704555,9.0,16.26027953372383,14.0,28064703.5,0.0
1621,CompleteGumtreeMatcher_1_700_1,9024,26254,110.31150265957447,51.0,59.1282066163668,6.0,44384355.0,0.0,280.0026595744681,243.0,1857.2540917005224,1027.0,20696803.0,0.0,10.200132978723405,10.0,15.965409170052235,14.0,35775865.5,0.0
1622,CompleteGumtreeMatcher_0.9_700_1,9022,26254,116.18898248725338,52.0,68.02100742804086,6.0,46208561.0,0.0,280.0232764353802,243.0,1857.0602367688023,1027.0,20703998.5,0.0,10.189536688095766,10.0,15.9702878365831,14.0,35733223.5,0.0
1623,CompleteGumtreeMatcher_0.5_500_2,9016,26287,73.10470275066548,38.0,33.48665392855075,4.0,39227670.0,0.0,224.57464507542147,208.0,1882.8132708007643,1023.0,10671251.5,0.0,9.623558118899734,9.0,16.25482021886399,14.0,27945548.0,0.0
1624,CompleteGumtreeMatcher_0.8_700_1,9012,26254,117.81313803817133,52.0,76.32252638905,7.0,48572827.5,0.0,280.1422547714159,243.0,1856.083400997564,1025.0,20737922.0,0.0,10.177984909010208,10.0,15.972972972972974,14.0,35616721.0,0.0
1625,CompleteGumtreeMatcher_0.7_700_1,8997,26254,118.09892186284317,52.0,80.09468621428985,8.0,49820182.0,0.0,280.25686339891075,243.0,1854.6538216375964,1024.0,20786026.0,0.0,10.165499610981438,10.0,15.974445152691661,14.0,35451863.0,0.0
1626,CompleteGumtreeMatcher_0.4_500_2,8990,26287,73.02057842046719,38.0,34.679771058565066,4.0,40144295.0,0.0,224.66206896551725,208.0,1880.27525004336,1022.0,10777343.5,0.0,9.615350389321469,9.0,16.249118344221543,14.0,27877788.0,0.0
1627,CompleteGumtreeMatcher_0.6_700_1,8983,26254,118.1384838027385,53.0,81.67338312778647,8.0,50694878.0,0.0,280.4039853055772,244.0,1853.301082739853,1023.0,20844540.5,0.0,10.160191472781921,10.0,15.972497249724972,14.0,35407227.5,0.0
1628,CompleteGumtreeMatcher_0.5_700_1,8969,26254,118.06344074032779,52.0,82.75678333815446,9.0,51256901.0,0.0,280.34819935332814,244.0,1852.0560601677755,1022.0,20862622.0,0.0,10.157765637194782,10.0,15.969048307781314,14.0,35389626.0,0.0
1629,CompleteGumtreeMatcher_0.3_500_2,8958,26287,72.89260995757982,38.0,35.50868486352357,4.0,40793280.5,0.0,224.64367046215673,208.0,1877.2274799469099,1019.0,10876441.0,0.0,9.605269033266355,9.0,16.242079750706907,14.0,27762617.5,0.0
1630,CompleteGumtreeMatcher_0.2_500_2,8940,26287,72.93422818791946,38.0,36.04294690724621,5.0,41179685.5,0.0,224.73333333333332,208.5,1875.466478353606,1017.0,10948134.0,0.0,9.600111856823267,9.0,16.237850925232028,14.0,27731107.0,0.0
1631,CompleteGumtreeMatcher_0.4_700_1,8926,26254,117.9837553215326,53.0,83.65079639889197,9.0,51650288.5,0.0,280.43569347972215,244.0,1848.110745614035,1019.0,20977147.0,0.0,10.14765852565539,10.0,15.95983379501385,14.0,35292118.0,0.0
1632,CompleteGumtreeMatcher_0.1_500_2,8925,26287,72.92112044817927,38.0,37.7815919824905,5.0,42705386.5,0.0,224.5814005602241,208.0,1874.1184195369196,1017.0,10962464.5,0.0,9.593613445378152,9.0,16.235456744614677,14.0,27666007.0,0.0
1633,ClassicGumtree_0.1_400_2,8895,26206,116.52107925801012,69.0,81.27751140893074,25.0,55441502.0,1.270975223789601e-302,213.21281618887016,190.0,1866.014441684478,1003.0,6747468.0,0.0,9.49477234401349,9.0,16.118595112933974,14.0,25703990.0,0.0
1634,CompleteGumtreeMatcher_0.3_700_1,8895,26254,117.85092748735245,53.0,84.28590356587361,9.0,51744910.5,0.0,280.72231590781337,244.0,1845.1642951782937,1017.0,21066095.0,0.0,10.150084317032041,10.0,15.948211302494384,14.0,35330276.5,0.0
1635,CompleteGumtreeMatcher_0.1_700_1,8883,26254,118.56163458291118,53.0,86.10661447239653,10.0,52655611.0,0.0,282.7161994821569,244.0,1843.063957169996,1016.0,21186846.5,0.0,10.157266689181583,10.0,15.940533072361983,14.0,35441446.0,0.0
1636,CompleteGumtreeMatcher_0.2_700_1,8883,26254,118.01080715974334,53.0,84.69316677220655,10.0,51903156.0,0.0,281.994708994709,244.0,1843.4329054170744,1016.0,21156995.0,0.0,10.154227175503772,10.0,15.942087387024351,14.0,35395630.5,0.0
1637,ClassicGumtree_0.2_400_2,8877,26206,114.2888363185761,68.0,80.54151999538347,24.0,54955549.0,0.0,212.56088768728173,190.0,1864.6316002077442,1002.0,6703673.0,0.0,9.475723780556494,9.0,16.121472675861273,14.0,25577199.5,0.0
1638,ClassicGumtree_0.3_400_2,8838,26207,113.31455080334918,68.0,80.15562208532442,24.0,54890134.0,0.0,212.10975333785925,189.0,1861.124820081755,997.0,6760248.5,0.0,9.46152975786377,9.0,16.113593183257528,14.0,25465718.5,0.0
1639,ClassicGumtree_1_400_1,8813,26183,49.663111312833315,30.0,8.790155440414507,2.0,23977314.5,0.0,224.48712129808237,188.0,1854.1406447898676,1003.0,6032700.0,0.0,9.478724611369568,9.0,16.10270581462291,14.0,25219091.0,0.0
1640,ClassicGumtree_0.4_400_2,8799,26207,113.47937265598364,68.0,79.84357766544117,23.0,54713894.0,0.0,210.91180816001818,189.0,1858.0359604779412,995.0,6808759.5,0.0,9.454597113308331,9.0,16.10219439338235,14.0,25444327.0,0.0
1641,ClassicGumtree_0.5_400_2,8769,26208,112.78047667921085,67.0,78.60014909111761,22.0,54283311.5,0.0,209.59105941384422,189.0,1855.7785996903492,993.0,6812122.0,0.0,9.455240050176759,9.0,16.089970755203854,14.0,25473688.0,0.0
1642,ClassicGumtree_0.6_400_2,8742,26207,111.25737817433081,66.0,76.38471228170627,20.0,53729402.0,0.0,208.1241134751773,189.0,1854.0556541654737,992.0,6771226.0,0.0,9.445664607641271,9.0,16.08496993987976,14.0,25345458.0,0.0
1643,ClassicGumtree_0.7_400_2,8698,26207,107.54426304897677,62.0,71.52504426295049,16.0,51847657.0,0.0,205.65727753506553,188.0,1851.1448969101605,990.0,6654225.0,0.0,9.433777879972407,9.0,16.0741904163573,14.0,25217728.5,0.0
1644,ClassicGumtree_0.8_400_2,8656,26207,99.91786044362291,54.0,60.02039769813686,8.0,47669059.5,0.0,201.86933918669132,188.0,1849.0753803202097,989.0,6520371.5,0.0,9.414972273567468,9.0,16.06757449717965,14.0,25034489.5,0.0
1645,ClassicGumtree_0.9_400_2,8604,26208,75.10971641097164,37.0,34.21000908884344,3.0,36816128.0,0.0,197.82461645746164,187.0,1846.1123608270848,987.0,6309637.0,0.0,9.392259414225942,9.0,16.05873665076119,14.0,24776912.5,0.0
1646,ClassicGumtree_1_400_2,8585,26208,49.20174723354688,30.0,9.167394881688702,2.0,24541174.0,0.0,195.04449621432732,186.0,1845.6896101685297,987.0,6062266.0,0.0,9.38555620267909,9.0,16.054814730749587,14.0,24718770.0,0.0
1647,ClassicGumtree_0.1_400_3,8577,26223,112.51638101900431,67.0,80.62575087838604,24.0,55045651.5,3.662493898802298e-282,196.70350938556604,187.0,1842.6861044996033,986.0,6438743.0,0.0,9.390346274921301,9.0,16.041482488949338,14.0,24856754.0,0.0
1648,ClassicGumtree_0.2_400_3,8560,26223,110.31179906542056,66.0,78.87850308554606,23.0,54447388.0,8.39826326113243e-297,196.13107476635514,187.0,1841.3793240106438,985.0,6412430.5,0.0,9.375467289719627,9.0,16.042291796410577,14.0,24781632.0,0.0
1649,ClassicGumtree_0.3_400_3,8536,26223,109.18966729147141,65.0,77.16441454175383,21.0,53940089.5,1.8184621447278533e-308,195.98488753514528,186.5,1839.2173913043478,983.0,6469318.5,0.0,9.37066541705717,9.0,16.035562842765874,14.0,24763325.5,0.0
1650,ClassicGumtree_0.4_400_3,8523,26223,107.26563416637335,63.0,75.14401129943502,19.0,53323145.5,0.0,195.8049982400563,186.0,1838.097118644068,983.0,6479262.5,0.0,9.362313739293675,9.0,16.034689265536723,14.0,24675876.0,0.0
1651,ClassicGumtree_0.5_400_3,8510,26223,104.22209165687427,60.0,70.97092530909501,16.0,52032764.5,0.0,195.73807285546417,186.0,1836.9239541579632,982.0,6509194.5,0.0,9.36556991774383,9.0,16.028227855247557,14.0,24708044.5,0.0
1652,ClassicGumtree_0.6_400_3,8498,26223,98.81513297246411,54.0,64.01850493653032,11.0,49636723.0,0.0,195.69463403153682,186.0,1835.8336812411849,982.0,6547295.0,0.0,9.367615909625794,9.0,16.022736248236953,14.0,24742939.0,0.0
1653,ClassicGumtree_0.7_400_3,8487,26223,88.68021680216802,45.0,52.528247631935045,6.0,45442892.0,0.0,195.57181571815718,186.0,1834.8752255299955,981.0,6561465.0,0.0,9.370331094615294,9.0,16.017309427153812,14.0,24746896.0,0.0
1654,ClassicGumtree_0.8_400_3,8478,26223,72.10780844538806,36.0,37.36787827557058,4.0,38652103.0,0.0,195.34217975937722,186.0,1834.153508030431,981.0,6557799.5,0.0,9.366477942911065,9.0,16.015779092702168,14.0,24703975.0,0.0
1655,ClassicGumtree_1_400_3,8478,26223,49.17504128332154,30.0,9.59599887292195,3.0,25043977.0,0.0,194.7931115829205,186.0,1834.4158354466047,981.0,6457028.5,0.0,9.371431941495636,9.0,16.013412228796845,14.0,24768646.0,0.0
1656,ClassicGumtree_0.9_400_3,8464,26223,54.44541587901701,31.0,18.371698856917618,3.0,29650348.5,0.0,194.85905009451795,185.5,1833.0918407567995,980.0,6514914.5,0.0,9.362240075614366,9.0,16.012557013345347,14.0,24644550.0,0.0
1657,ClassicGumtree_0.1_400_4,8461,26228,110.16132844817398,64.0,77.127202116283,21.0,54194844.0,1.9862379110782608e-293,196.04065713272664,186.0,1831.793493555468,979.0,6720716.5,0.0,9.366150573218295,9.0,16.007710924748128,14.0,24728718.0,0.0
1658,ClassicGumtree_0.2_400_4,8456,26228,107.3464995269631,62.0,74.48936529372045,19.0,53118867.5,0.0,195.8077105014191,186.0,1831.444125590817,979.0,6709445.5,0.0,9.360808893093662,9.0,16.00838397479181,14.0,24685789.0,0.0
1659,ClassicGumtree_0.8_100_1,8450,26155,8.667810650887574,5.0,9.169443659983056,3.0,65802675.5,7.533909818517962e-57,892.6260355029585,328.0,1502.1462863597853,704.0,48881090.5,0.0,11.472189349112426,10.0,15.017452696978255,13.0,46541464.0,0.0
1660,ClassicGumtree_0.3_400_4,8444,26228,104.76054002842255,59.0,71.15513945119208,16.0,52044072.5,0.0,195.67183799147324,186.0,1830.404970760234,978.0,6713804.5,0.0,9.356939838938892,9.0,16.005735492577596,14.0,24667172.5,0.0
1661,ClassicGumtree_0.4_400_4,8444,26228,99.7781856939839,55.0,66.671783625731,12.0,50561598.0,0.0,195.4008763619138,186.0,1830.5336257309941,978.0,6678728.5,0.0,9.354571293225959,9.0,16.00686009896536,14.0,24634623.0,0.0
1662,ClassicGumtree_0.1_400_5,8443,26237,105.72391330095938,58.0,71.8545015173654,16.0,53613554.0,9.789768512996637e-309,196.04228354850173,186.0,1829.5769922445768,977.0,6768345.0,0.0,9.367404950846856,9.0,15.994942115319772,14.0,24759184.0,0.0
1663,ClassicGumtree_1_400_4,8437,26228,49.05985539883845,30.0,9.52239896576921,3.0,25361599.0,0.0,194.59796136067322,185.0,1830.2710359170367,978.0,6573972.5,0.0,9.366599502192722,9.0,15.998538586925974,14.0,24761080.0,0.0
1664,ClassicGumtree_0.2_400_5,8435,26238,98.99928867812685,53.0,68.28298601359322,13.0,52211429.0,0.0,195.48796680497927,186.0,1829.1407066224795,977.0,6734133.0,0.0,9.358624777711915,9.0,15.995955737797,14.0,24725296.0,0.0
1665,ClassicGumtree_0.5_400_4,8435,26228,93.25453467694132,49.0,60.75614005507784,8.0,48473158.5,0.0,194.9792531120332,186.0,1829.9064238745575,978.0,6653828.5,0.0,9.348784825133373,9.0,16.00623840836284,14.0,24570319.0,0.0
1666,ClassicGumtree_0.6_400_4,8431,26228,84.26971889455581,42.0,51.271955947631625,5.0,45003461.5,0.0,195.19997627802158,186.0,1829.4343990560208,977.0,6699762.5,0.0,9.35594828608706,9.0,16.001348541889083,14.0,24640348.5,0.0
1667,ClassicGumtree_0.3_400_5,8429,26237,93.96678135010085,49.0,63.3456311769991,10.0,50512073.0,0.0,195.2723929291731,186.0,1828.6571765498652,976.0,6710083.0,0.0,9.353422707319966,9.0,15.99634995507637,14.0,24681317.0,0.0
1668,ClassicGumtree_0.4_400_5,8428,26237,86.59456573327006,44.0,57.15767308664159,7.0,48191104.5,0.0,195.13846701471286,186.0,1828.62883935089,976.0,6700720.0,0.0,9.351922164214523,9.0,15.996687068336234,14.0,24669889.0,0.0
1669,ClassicGumtree_0.8_400_4,8426,26228,59.68680275338239,32.0,26.60156162228963,3.0,33759287.0,0.0,194.76453833372892,185.5,1829.181496461072,977.0,6646169.5,0.0,9.354023261333966,9.0,16.00039321424559,14.0,24607610.0,0.0
1670,ClassicGumtree_1_400_5,8425,26237,49.093649851632044,30.0,9.652986750505278,3.0,25775356.5,0.0,194.58373887240356,185.0,1828.6161015046036,976.0,6619486.5,0.0,9.364747774480712,9.0,15.989501459690096,14.0,24808748.5,0.0
1671,ClassicGumtree_0.7_400_4,8424,26228,71.28846153846153,36.0,39.124410244888786,4.0,39893800.0,0.0,194.80116334283002,186.0,1828.9805661649068,977.0,6661076.5,0.0,9.353395061728396,9.0,15.99994383284655,14.0,24605414.0,0.0
1672,ClassicGumtree_0.5_400_5,8422,26237,78.82153882688198,39.0,50.09396575919169,5.0,45236203.0,0.0,194.83946805984326,186.0,1828.220039292731,976.0,6682836.5,0.0,9.347660888150083,9.0,15.996463654223968,14.0,24616938.0,0.0
1673,ClassicGumtree_0.9_400_4,8422,26228,51.26027071954405,30.0,14.42042008311805,3.0,27944342.5,0.0,194.5637615768226,185.0,1828.9093002358754,977.0,6617098.0,0.0,9.355378769888388,9.0,15.998259013815568,14.0,24612297.5,0.0
1674,ClassicGumtree_0.6_400_5,8421,26237,69.78292364327277,35.0,40.53788729232151,4.0,41107566.0,0.0,194.79479871749197,185.0,1828.1494723843737,976.0,6676289.5,0.0,9.34924593278708,9.0,15.995341266277503,14.0,24648085.0,0.0
1675,ClassicGumtree_0.7_400_5,8418,26237,60.94678070800665,32.0,30.755429597620516,3.0,36398804.5,0.0,194.75017818959373,185.0,1827.8955609181212,976.0,6674917.0,0.0,9.354953670705632,9.0,15.99152589932095,14.0,24677155.0,0.0
1676,ClassicGumtree_0.8_400_5,8414,26237,54.136676966959826,31.0,20.913482578690456,3.0,31656029.0,0.0,194.63168528642737,185.0,1827.5849744711888,976.0,6664002.0,0.0,9.354290468267173,9.0,15.99034954833642,14.0,24675050.5,0.0
1677,ClassicGumtree_0.9_400_5,8414,26237,50.0963869740908,30.0,12.957134040285025,3.0,27754632.0,0.0,194.56738768718802,185.0,1827.6153285081075,976.0,6654238.0,0.0,9.354647016876633,9.0,15.990181226505078,14.0,24670970.5,0.0
1678,CompleteGumtreeMatcher_1_600_1,8402,26268,87.4216853130207,44.0,42.877756632710174,5.0,39700586.0,0.0,252.4135920019043,226.0,1814.3700884361356,985.0,17364009.5,0.0,9.937990954534635,9.0,15.885816634949066,14.0,32687411.5,0.0
1679,CompleteGumtreeMatcher_0.9_600_1,8400,26268,91.46178571428571,44.0,48.7013655697336,5.0,41429441.5,0.0,252.40833333333333,226.0,1814.1977277815088,985.0,17367796.5,0.0,9.928571428571429,9.0,15.889579135885382,14.0,32655668.0,0.0
1680,CompleteGumtreeMatcher_1_400_5,8396,26321,49.47665555026203,30.0,9.873528591352859,3.0,25968470.0,0.0,194.2114101953311,185.0,1836.6321338912135,982.0,6644114.5,0.0,9.352548832777513,9.0,16.137015341701535,14.0,24705769.0,0.0
1681,CompleteGumtreeMatcher_0.9_400_5,8395,26321,49.44919594997022,30.0,9.97255383242218,3.0,26004082.5,0.0,194.19356759976176,185.0,1836.548867566663,982.0,6643480.0,0.0,9.349017272185824,9.0,16.138290750864666,14.0,24688245.5,0.0
1682,CompleteGumtreeMatcher_0.8_600_1,8390,26268,92.99570917759237,44.0,55.10924040720438,5.0,43825143.0,0.0,252.50321811680573,226.0,1813.2796174068687,984.0,17395528.0,0.0,9.91585220500596,9.0,15.892213894171608,14.0,32532832.0,0.0
1683,CompleteGumtreeMatcher_0.8_400_5,8388,26321,49.4159513590844,30.0,10.31734790609491,3.0,26376357.5,0.0,194.14568431092036,185.0,1835.9301845759214,982.0,6655552.5,0.0,9.337982832618026,9.0,16.140801873640775,14.0,24584320.0,0.0
1684,CompleteGumtreeMatcher_0.7_400_5,8378,26321,49.470637383623774,30.0,11.297274703226885,3.0,26770526.0,0.0,194.1611363093817,185.0,1835.00796968177,981.0,6691946.0,0.0,9.330866555263786,9.0,16.140333277601293,14.0,24495417.0,0.0
1685,CompleteGumtreeMatcher_0.7_600_1,8374,26268,93.28636255075233,44.0,58.411311053984576,6.0,45234119.5,0.0,252.58466682588966,226.0,1811.845926008718,983.0,17432339.0,0.0,9.902794363506091,9.0,15.892980887448307,14.0,32364187.0,0.0
1686,CompleteGumtreeMatcher_0.6_400_5,8363,26321,49.494559368647614,30.0,12.557912907896203,3.0,27575160.5,0.0,194.0955398780342,185.0,1833.667947432899,980.0,6727465.0,0.0,9.316632787277292,9.0,16.141274083973716,14.0,24332276.0,0.0
1687,CompleteGumtreeMatcher_0.6_600_1,8359,26268,93.29369541811221,45.0,60.079122229046845,6.0,46186217.5,0.0,252.58475894245723,226.0,1810.5398961416047,983.0,17471851.5,0.0,9.896399090800335,9.0,15.890948685018706,14.0,32303368.5,0.0
1688,XyMatcher_1_0.6,8351,26439,3.6273500179619207,1.0,4.255196815568333,1.0,72173032.5,1.3824559090981365e-09,1301.3288228954616,561.0,1332.5442835028748,586.0,74040618.0,0.0050046131394459285,13.555861573464256,12.0,14.285880141530296,12.5,69488509.0,4.99740250094688e-26
1689,CompleteGumtreeMatcher_1_400_4,8349,26314,49.24757455982753,30.0,10.029446145282494,3.0,25704922.5,0.0,193.834471194155,185.0,1833.0591149457277,980.0,6706288.0,0.0,9.342316445083243,9.0,16.128138046200945,14.0,24591376.5,0.0
1690,CompleteGumtreeMatcher_0.5_600_1,8348,26268,93.4028509822712,45.0,61.30625,7.0,46820113.5,0.0,252.60577383804505,226.0,1809.5737723214286,982.0,17496726.5,0.0,9.896022999520843,9.0,15.887444196428572,14.0,32299869.5,0.0
1691,CompleteGumtreeMatcher_0.9_400_4,8348,26314,49.23358888356493,30.0,10.158855616163866,3.0,25892895.0,0.0,193.8164829899377,185.0,1832.9762328843372,980.0,6705608.5,0.0,9.338763775754671,9.0,16.12941110987421,14.0,24573813.0,0.0
